FID,OBJECTID_1,id,ID_FIETS,X,Y,OBJECTID,tblalgemen,IDfietsens,MCSCode,MCSCodefie,MCSCodef_1,tblintermo,Positie,Betalend,Toegangsco,Afgesloten,Typevanafs,Eigenaarte,Infrastruc,Plaatsenfi,Plaatsen_1,Plaatsenba,Plaatsen_2,Plaatsenbr,Plaatsen_3,Plaatsenel,Plaatsen_4,Plaatsen_5,Plaatsen_6,Plaatsento,Plaatsen_7,Plaatsen_8,Camerabewa,voldoendev,X_WGS,Y_WGS
514,515,405,405,"156118,116 m","206808,672 m",0,Mortsel-oude-god,405,20250038104,0, ,Fietsenstalling f1,Azaleastraat,0,0,0,NVT,Stad/Gemeente,Overdekt (luifel),30,0,0,0,0,0,0,0,0,0,30,30,0,0,0,"3° 53' 42,182"" E","50° 54' 7,694"" N"
515,516,405,405,"156141,241 m","206814,917 m",0,Mortsel-oude-god,405,20250038104,0, ,Fietsenstalling f1,op Stationsplein,0,0,0,NVT,NMBS,Andere,116,60,0,0,0,0,0,0,0,0,176,176,0,0,1,"4° 9' 50,330"" E","50° 52' 30,467"" N"
516,517,965,965,"156095,573 m","206799,677 m",0,Mortsel-oude-god,965,20250038104,0, ,Fietsenstalling f1,op Stationsplein,0,0,0,NVT,NMBS,Andere,116,60,0,0,0,0,0,0,0,0,176,176,0,0,1,"4° 9' 48,782"" E","50° 52' 30,547"" N"
378,379,403,403,"155541,199 m","208034,291 m",0,Mortsel-deurnesteenweg,403,20250039510,0, ,Fietsenstalling f1,op Stationsplein,0,0,0,NVT,NMBS,Andere,116,60,0,0,0,0,0,0,0,0,176,176,0,0,1,"4° 9' 47,466"" E","50° 52' 30,659"" N"
379,380,962,962,"155536,932 m","208030,270 m",0,Mortsel-deurnesteenweg,962,20250039510,0, ,Fietsenstalling f1,Naast stationsgebouw kant overweg,0,0,0,NVT,NMBS,Overdekt (luifel),90,0,0,0,0,0,0,0,0,0,90,90,0,0,1,"3° 19' 43,818"" E","50° 59' 28,439"" N"
380,381,339,339,"154413,000 m","209910,094 m",0,Antwerpen-berchem,339,20250041748,0, ,Fietsenstalling f2,Naast SG kant Stationsberm,0,0,0,NVT,NMBS,Overdekt (luifel),139,0,0,0,6,0,0,0,0,0,145,139,6,0,1,"3° 19' 38,827"" E","50° 59' 26,771"" N"
383,384,848,848,"154487,945 m","210058,348 m",0,Antwerpen-berchem,848,20250041748,0, ,Fietsenstalling f1,"Op parking P1, aan perron 1",0,0,0,NVT,NMBS,Overdekt (luifel),36,0,0,0,0,0,0,0,0,0,36,36,0,0,1,"3° 59' 30,156"" E","50° 44' 9,746"" N"
533,534,851,851,"153668,784 m","211428,172 m",0,Antwerpen-centraal,851,20250043819,30660023601,/,Fietsenstalling f1,Stationsplein,0,0,-1,Andere - Houten panelen,NMBS,Overdekt (luifel),400,0,0,0,15,0,0,0,0,0,415,400,15,0,1,"3° 6' 15,555"" E","51° 3' 56,109"" N"
381,382,404,404,"157021,910 m","206564,867 m",0,Mortsel-liersesteenweg,404,20270039002,30660023604,/,Fietsenstalling f2,Kasteelstraat,0,0,0, ,NMBS,Overdekt (luifel),146,0,0,0,0,0,0,0,0,0,146,146,0,-1,1,"3° 6' 17,100"" E","51° 3' 53,582"" N"
382,383,963,963,"156986,490 m","206585,469 m",0,Mortsel-liersesteenweg,963,20270039002,30730080710, ,Fietsenstalling f1,ts ex-stationsgebouw en goederenloods,0,0,1,houten afsluiting,Stad/Gemeente,Overdekt (luifel),60,0,0,0,0,0,0,0,0,0,60,60,0,0,-1,"2° 40' 10,354"" E","51° 4' 27,042"" N"
384,385,402,402,"155538,039 m","208122,570 m",0,Mortsel,402,20270041210,30730080710, ,Fietsenstalling f1,ts ex-stationsgebouw en goederenloods,0,0,1,houten afsluiting,Stad/Gemeente,Overdekt (luifel),60,0,0,0,0,0,0,0,0,0,60,60,0,0,-1,"2° 40' 9,603"" E","51° 4' 27,158"" N"
387,388,382,382,"158979,843 m","186441,571 m",0,Hofstade,382,20275018014,0, ,Fietsenstalling f1,Stationsplein voor SG/perron 1,0,0,0,NVT,NMBS,Overdekt (luifel),56,0,0,0,0,0,0,0,0,0,56,56,0,0,-1,"3° 54' 57,020"" E","50° 45' 8,387"" N"
385,386,406,406,"160159,448 m","188741,440 m",0,Muizen,406,20275022073,0, ,Fietsenstalling f2,langs perron 2/tegen overweg,0,0,0,NVT,NMBS,Overdekt (luifel),28,0,0,0,0,0,0,0,0,0,28,28,0,0,-1,"3° 54' 57,027"" E","50° 45' 9,324"" N"
386,387,406,406,"160171,154 m","188730,336 m",0,Muizen,406,20275022073,0, ,Fietsenstalling f1,beukenhofstraat/perron 1,0,0,0,NVT,NMBS,Overdekt (luifel),26,0,0,0,0,0,0,0,0,0,26,26,0,0,1,"3° 23' 25,920"" E","50° 50' 3,065"" N"
388,389,423,423,"186703,582 m","214754,284 m",0,Tielen,423,20290034512,0, ,Fietsenstalling f2,Beukenhofstraat/perron 2,0,0,0,NVT,NMBS,Overdekt (luifel),112,0,0,0,12,0,0,0,0,0,124,112,12,0,1,"3° 23' 25,622"" E","50° 50' 2,434"" N"
389,390,986,986,"186812,167 m","214939,069 m",0,Tielen,986,20290034512,0, ,Fietsenstalling f1,tegen perron 1/Gentsesteenweg,0,0,0,NVT,Infrabel,Overdekt (luifel),28,0,0,0,0,0,0,0,0,0,28,28,0,0,1,"3° 58' 54,736"" E","50° 56' 38,399"" N"
390,391,987,987,"186664,423 m","214765,714 m",0,Tielen,987,20290034512,0, ,Fietsenstalling f1,langs perron 1,0,0,0,NVT,Stad/Gemeente,Overdekt (luifel),112,0,0,0,8,0,0,0,0,0,120,112,8,-1,1,"3° 36' 47,339"" E","51° 9' 18,698"" N"
391,392,988,988,"186672,678 m","214719,994 m",0,Tielen,988,20290034512,0, ,Fietsenstalling f1,Tegen keermuur aan personeelsparking,0,0,1,driedimensioneel hekwerk,NMBS,Overdekt (luifel),72,0,0,0,0,0,0,0,0,0,72,72,0,0,1,"3° 25' 21,937"" E","50° 53' 30,775"" N"
392,393,426,426,"189654,323 m","223714,550 m",0,Turnhout,426,20290043912,0, ,Fietsenstalling f2,tegen keermuur/Noorderlaan=>Gent,0,0,1,driedimensioneel hekwerk,NMBS,Overdekt (luifel),228,0,0,0,10,0,0,0,0,0,238,228,10,0,0,"3° 25' 26,991"" E","50° 53' 33,891"" N"
393,394,994,994,"189711,763 m","223808,685 m",0,Turnhout,994,20290043912,0, ,Fietsenstalling f3,achterkant station/Boulezlaan,0,0,1,aparte fietsenstalling en standaard type 3,NMBS,Overdekt (luifel),388,0,0,0,20,0,0,0,0,0,408,388,20,-1,1,"3° 25' 21,509"" E","50° 53' 32,615"" N"
394,395,994,994,"189645,342 m","223748,741 m",0,Turnhout,994,20290043912,0, ,Fietsenstalling f3,achterkant station/Boulezlaan,0,0,1,aparte fietsenstalling en standaard type 3,NMBS,Overdekt (luifel),388,0,0,0,20,0,0,0,0,0,408,388,20,-1,1,"3° 25' 22,638"" E","50° 53' 33,283"" N"
395,396,995,995,"189660,709 m","223798,017 m",0,Turnhout,995,20290043912,0, ,Fietsenstalling f3,achterkant station/Boulezlaan,0,0,1,aparte fietsenstalling en standaard type 3,NMBS,Overdekt (luifel),388,0,0,0,20,0,0,0,0,0,408,388,20,-1,1,"3° 25' 21,103"" E","50° 53' 32,918"" N"
512,513,996,996,"189661,352 m","223725,149 m",0,Turnhout,996,20290043912,0, ,Fietsenstalling f1,kop perron 2,0,0,0,NVT,NMBS,Openlucht,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,"4° 2' 58,429"" E","50° 54' 13,505"" N"
396,397,992,992,"227907,410 m","164319,462 m",0,Tongeren,992,20340027012,30690017113, ,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,NMBS,Overdekt (luifel),80,0,0,0,0,0,0,0,0,0,80,80,0,-1,1,"3° 2' 42,182"" E","50° 46' 56,762"" N"
397,398,993,993,"227896,734 m","164323,501 m",0,Tongeren,993,20340027012,30690017113, ,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,NMBS,Overdekt (luifel),80,0,0,0,0,0,0,0,0,0,80,80,0,-1,1,"3° 2' 41,819"" E","50° 46' 55,945"" N"
398,399,349,349,"230300,797 m","173774,788 m",0,Bilzen,349,20340038020,30690017113, ,Fietsenstalling f2,naast f1 en Molenstraat,0,0,0,NVT,NMBS,Overdekt (luifel),112,0,0,0,0,0,0,0,0,0,112,112,0,-1,1,"3° 2' 40,398"" E","50° 46' 56,039"" N"
399,400,858,858,"230298,256 m","173714,487 m",0,Bilzen,858,20340038020,0, ,Fietsenstalling f1,Aan perron 2/onderdoorgang,0,0,0,NVT,NMBS,Overdekt (luifel),162,0,0,0,0,0,0,0,0,0,162,162,0,-1,1,"3° 52' 54,936"" E","51° 0' 7,729"" N"
400,401,859,859,"230267,089 m","173644,701 m",0,Bilzen,859,20340038020,30690006713, ,Fietsenstalling f1,kant perron 1,0,0,0,NVT,NMBS,Overdekt (luifel),56,0,0,0,0,0,0,0,0,0,56,56,0,0,1,"3° 10' 52,515"" E","50° 48' 41,256"" N"
401,402,359,359,"223935,616 m","178312,940 m",0,Diepenbeek,359,20340046005,30690006713, ,Fietsenstalling f1,kant perron 1,0,0,0,NVT,NMBS,Overdekt (luifel),56,0,0,0,0,0,0,0,0,0,56,56,0,0,1,"3° 10' 52,811"" E","50° 48' 41,389"" N"
517,518,372,372,"217498,091 m","180475,123 m",0,Hasselt,372,20350056005,0, ,Fietsenstalling f2,kant perron 2,0,0,0,NVT,Stad/Gemeente,Overdekt (luifel),126,0,0,0,0,0,0,0,0,0,126,126,0,-1,1,"3° 10' 50,879"" E","50° 48' 41,395"" N"
518,519,895,895,"217352,887 m","180404,767 m",0,Hasselt,895,20350056005,0, ,Fietsenstalling f1,Kant Spoorweglaan en perron 1,0,0,0,NVT,NMBS,Overdekt (luifel),75,0,0,0,0,0,0,0,0,0,75,75,0,0,1,"3° 58' 6,824"" E","51° 0' 9,086"" N"
519,520,893,893,"217333,710 m","180619,017 m",0,Hasselt,893,20350056005,0, ,Fietsenstalling f2,Kant Strijp en perron 2,0,0,0,NVT,NMBS,Overdekt (luifel),36,0,0,0,0,0,0,0,0,0,36,36,0,0,1,"3° 58' 6,233"" E","51° 0' 8,382"" N"
520,521,892,892,"217291,800 m","180412,387 m",0,Hasselt,892,20350056005,0, ,Fietsenstalling f1,tussen ex-stationsgebouw en parking 1,0,0,0, ,Stad/Gemeente,Overdekt (luifel),112,0,0,0,0,0,0,0,0,0,112,112,0,0,0,"4° 21' 12,526"" E","51° 4' 0,456"" N"
521,522,892,892,"217266,527 m","180414,673 m",0,Hasselt,892,20350056005,0, ,Fietsenstalling f1,tussen ex-stationsgebouw en parking 1,0,0,0, ,Stad/Gemeente,Overdekt (luifel),112,0,0,0,0,0,0,0,0,0,112,112,0,0,0,"4° 21' 13,295"" E","51° 4' 0,304"" N"
561,562,891,891,"217349,722 m","180522,572 m",0,Hasselt,891,20350056005,0, ,Fietsenstalling f1,tussen ex-stationsgebouw en parking 1,0,0,0, ,Stad/Gemeente,Overdekt (luifel),112,0,0,0,0,0,0,0,0,0,112,112,0,0,0,"4° 21' 14,130"" E","51° 4' 0,144"" N"
402,403,417,417,"207348,011 m","184079,062 m",0,Schulen,417,20350064010,0, , ,Vlak naast ex-stationsgebouw,0,0,0, ,Infrabel,Open lucht,0,12,0,0,0,0,0,0,0,0,12,12,0,0,0,"4° 21' 17,822"" E","51° 4' 0,670"" N"
403,404,979,979,"207329,454 m","184109,765 m",0,Schulen,979,20350064010,0, ,Fietsenstalling f1,naast HS post,0,0,0, ,NMBS,Overdekt (luifel),42,0,0,0,8,0,0,0,0,0,50,42,8,0,-1,"3° 43' 6,068"" E","51° 5' 24,288"" N"
404,405,1015,1015,"193534,075 m","188612,557 m",0,Zichem,1015,20350079011,0, ,Fietsenstalling f1,Stationsplein,0,0,0,NVT,NMBS,Overdekt (luifel),42,0,0,0,0,0,0,0,0,0,42,42,0,0,1,"3° 57' 24,143"" E","50° 48' 26,456"" N"
405,406,437,437,"193540,654 m","188633,324 m",0,Zichem,437,20350079011,30660009512, ,Fietsenstalling f1,naast stationsgebouw/kop parking P1a,0,0,0, ,NMBS,Overdekt (luifel),252,0,0,0,0,0,0,0,0,0,252,252,0,-1,1,"3° 9' 46,984"" E","51° 7' 38,933"" N"
406,407,422,422,"190628,675 m","188986,117 m",0,Testelt,422,20350082010,30511107808, ,Fietsenstalling f1,naast stationsgebouw,0,0,0, ,NMBS,Overdekt (luifel),70,0,0,0,0,0,0,0,0,0,70,70,0,0,1,"3° 11' 39,932"" E","51° 19' 37,428"" N"
407,408,985,985,"190648,349 m","189012,593 m",0,Testelt,985,20350082010,0, ,Fietsenstalling f2,naast stationsgebouw,0,0,0, ,Stad/Gemeente,Open lucht,0,36,0,0,0,0,0,0,0,0,36,36,0,0,0,"3° 11' 39,289"" E","51° 19' 37,505"" N"
408,409,393,393,"184804,013 m","188172,215 m",0,Langdorp,393,20350088107,0, ,Fietsenstalling f3,naast stationsgebouw,0,0,0, ,Stad/Gemeente,Open lucht,0,22,0,0,0,0,0,0,0,0,22,22,0,0,0,"3° 11' 36,753"" E","51° 19' 37,245"" N"
409,410,932,932,"184813,157 m","188153,433 m",0,Langdorp,932,20350088107,0, ,Fietsenstalling f1,Baron De Maerelaan,0,0,0, ,Stad/Gemeente,Open lucht,0,46,0,0,0,0,0,0,0,0,46,46,0,0,0,"3° 10' 55,437"" E","51° 19' 50,204"" N"
410,411,843,843,"182009,515 m","186217,981 m",0,Aarschot,843,20350092016,0, ,Fietsenstalling f2,links van stationsgebouw,0,0,1,borstwering en metselwerk muren,NMBS,Overdekt (luifel),56,0,0,0,0,0,0,0,0,0,56,56,0,0,-1,"4° 13' 12,190"" E","51° 7' 34,916"" N"
411,412,843,843,"182020,522 m","186241,434 m",0,Aarschot,843,20350092016,0, ,Fietsenstalling f1,Spoorwegstraat langs perron 1,0,0,0,NVT,NMBS,Overdekt (luifel),352,0,4,0,4,0,0,0,0,0,360,356,4,-1,1,"4° 2' 23,400"" E","51° 4' 26,168"" N"
412,413,337,337,"181993,005 m","186171,540 m",0,Aarschot,337,20350092016,0, ,Fietsenstalling f2,Naast fietspunt,0,0,0,NVT,NMBS,Open lucht,0,96,0,0,0,0,0,0,0,0,96,96,0,-1,-1,"4° 2' 25,962"" E","51° 4' 25,235"" N"
413,414,844,844,"181928,446 m","186029,988 m",0,Aarschot,844,20350092016,0, ,Fietsenstalling f1,Vliegwezenlaan,0,0,0,NVT,Infrabel,Open lucht,0,20,0,0,0,0,0,0,0,0,20,20,0,0,1,"4° 16' 25,543"" E","50° 53' 26,120"" N"
414,415,432,432,"176594,199 m","182937,524 m",0,Wezemaal,432,20350099013,0, ,Fietsenstalling f3,Onderaan trap perron 1,0,0,0, ,NMBS, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4° 16' 25,052"" E","50° 53' 24,522"" N"
415,416,1007,1007,"176639,374 m","182891,585 m",0,Wezemaal,1007,20350099013,0, ,Fietsenstalling f2,Nabij Stationsplein,0,0,-1,Groenzone,NMBS,Overdekt (luifel),28,0,0,0,0,0,0,0,0,0,28,28,0,0,-1,"3° 14' 18,133"" E","51° 20' 4,900"" N"
416,417,868,868,"155197,195 m","175591,117 m",0,Diegem,868,20360008010,0, ,Fietsenstalling f3,overkant Stationsstraat tegen OW,0,0,0, ,NMBS,Overdekt (luifel),50,0,0,0,3,0,0,0,0,0,53,50,3,0,-1,"4° 13' 23,047"" E","50° 57' 14,495"" N"
417,418,358,358,"155176,690 m","175548,992 m",0,Diegem,358,20360008010,0, ,Fietsenstalling f2,Naast station,0,0,0,NVT,NMBS,Openlucht,0,7,0,0,0,0,0,0,0,0,7,7,0,0,0,"3° 13' 28,218"" E","50° 49' 36,381"" N"
418,419,358,358,"155163,990 m","175552,485 m",0,Diegem,358,20360008010,30690033527, ,Fietsenstalling f3,kant Leemput,0,0,0, ,NMBS,Overdekt (luifel),60,0,0,0,3,0,0,0,0,0,63,60,3,-1,1,"2° 52' 28,914"" E","50° 50' 54,777"" N"
419,420,358,358,"155154,676 m","175555,342 m",0,Diegem,358,20360008010,0,staat voor seinpost: 30690033513,Fietsenstalling f4,voor stationsgebouw,0,0,0, ,NMBS,Overdekt (luifel),16,0,0,0,0,0,0,0,0,0,16,16,0,0,0,"2° 52' 30,785"" E","50° 50' 55,815"" N"
420,421,867,867,"155504,668 m","175461,256 m",0,Diegem,867,20360008010,0, ,Fietsenstalling f3,tussen parking P3 en spoor,0,0,0,NVT,NMBS,Overdekt (luifel),10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,"3° 19' 47,044"" E","50° 59' 28,509"" N"
421,422,436,436,"157150,388 m","175039,459 m",0,Zaventem,436,20360010114,0, ,Fietsenstalling f1,onder viaduct tussen SG en f2,0,0,0,NVT,NMBS,Andere,924,0,0,0,0,0,0,0,0,0,924,924,0,0,1,"3° 31' 57,664"" E","50° 58' 43,186"" N"
422,423,1013,1013,"157191,185 m","174988,984 m",0,Zaventem,1013,20360010114,0, ,Fietsenstalling f2,onder viaduct naast parking P4,0,0,0,NVT,NMBS,Andere,432,0,14,0,14,0,0,0,0,0,460,446,14,0,-1,"3° 31' 55,732"" E","50° 58' 42,638"" N"
423,424,1014,1014,"157497,642 m","174881,392 m",0,Zaventem,1014,20360010114,0, ,Fietsenstalling f2,onder viaduct naast parking P4,0,0,0,NVT,NMBS,Andere,432,0,14,0,14,0,0,0,0,0,460,446,14,0,-1,"3° 31' 56,444"" E","50° 58' 41,564"" N"
424,425,412,412,"159793,727 m","174852,389 m",0,Nossegem,412,20360012008,0, ,Fietsenstalling f1,Groenstraat,0,0,0,NVT,NMBS,Overdekt (luifel),165,0,0,0,6,0,0,0,0,0,171,165,6,0,-1,"3° 38' 42,409"" E","50° 54' 28,764"" N"
425,426,973,973,"159820,876 m","174819,575 m",0,Nossegem,973,20360012008,0, ,Fietsenstalling f2,Biesstraat,0,0,0,NVT,NMBS,Open lucht,0,30,0,0,0,0,0,0,0,0,30,30,0,0,0,"3° 38' 42,953"" E","50° 54' 38,815"" N"
522,523,929,929,"162002,368 m","175779,806 m",0,Kortenberg,929,20360015018,0, ,Fietsenstalling f1,Voorkant station (fietspunt),0,0,1,In gebouw,NMBS,Overdekt (luifel),166,0,0,0,8,0,0,0,0,0,174,166,8,-1,1,"3° 48' 46,926"" E","50° 52' 12,101"" N"
523,524,930,930,"161978,238 m","175849,550 m",0,Kortenberg,930,20360015018,0, ,Fietsenstalling f2,Broeder Mareslaan,0,0,0,NVT,NMBS,Andere,360,66,0,0,12,0,0,0,0,0,438,426,12,0,1,"3° 48' 51,060"" E","50° 52' 10,316"" N"
524,525,391,391,"162204,940 m","175829,547 m",0,Kortenberg,391,20360015018,0, ,Fietsenstalling f2,Broeder Mareslaan,0,0,0,NVT,NMBS,Andere,360,66,0,0,12,0,0,0,0,0,438,426,12,0,1,"3° 48' 50,828"" E","50° 52' 9,253"" N"
525,526,926,926,"162284,398 m","175837,988 m",0,Kortenberg,926,20360015018,0, ,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,NMBS,Overdekt (luifel),42,0,0,0,0,0,0,0,0,0,42,42,0,0,1,"3° 58' 19,046"" E","50° 48' 51,275"" N"
526,527,928,928,"162294,460 m","175882,196 m",0,Kortenberg,928,20360015018,0, ,Fietsenstalling f2,open stalling aan perron 2,0,0,0,NVT,NMBS,Overdekt (luifel),0,96,0,0,0,0,0,0,0,0,96,96,0,0,1,"3° 52' 51,122"" E","51° 0' 7,212"" N"
426,427,364,364,"165163,462 m","176276,931 m",0,Erps-kwerps,364,20360018007,0, ,Fietsenstalling f2,open stalling aan perron 2,0,0,0,NVT,NMBS,Overdekt (luifel),0,96,0,0,0,0,0,0,0,0,96,96,0,0,1,"3° 52' 50,431"" E","51° 0' 7,084"" N"
427,428,876,876,"165210,241 m","176236,079 m",0,Erps-kwerps,876,20360018007,0, ,Fietsenstalling f3,Helling perron 1 bij onderdoorgang,0,0,0,NVT,NMBS,Overdekt (luifel),184,0,0,0,0,0,0,0,0,0,184,184,0,0,1,"3° 52' 56,020"" E","51° 0' 8,728"" N"
428,429,427,427,"168518,278 m","176676,315 m",0,Veltem,427,20360021014,0, ,Fietsenstalling f4,kant perron 1,0,0,0, ,NMBS,Openlucht,0,48,0,0,0,0,0,0,0,0,48,48,0,0,-1,"3° 52' 53,983"" E","51° 0' 8,436"" N"
429,430,997,997,"168486,772 m","176726,499 m",0,Veltem,997,20360021014,0, ,Fietsenstalling f4,kant perron 1,0,0,0, ,NMBS,Openlucht,0,48,0,0,0,0,0,0,0,0,48,48,0,0,-1,"3° 52' 54,525"" E","51° 0' 8,537"" N"
430,431,376,376,"171437,226 m","177096,221 m",0,Herent,376,20360024111,0, ,Fietsenstalling f1,F1 - Fietsenstalling Kant SG,0,0,0,Andere,NMBS,Overdekt,170,0,0,0,3,0,0,0,0,0,173,170,3,1,1,"4° 37' 51,883"" E","51° 21' 27,550"" N"
431,432,905,905,"171495,245 m","177103,493 m",0,Herent,905,20360024111,0, ,Fietsenstalling f2,F2 - Fietsenstalling overkant,0,0,0,Andere,NMBS,Overdekt,126,0,0,0,6,0,0,0,0,0,132,126,6,1,1,"4° 37' 55,280"" E","51° 21' 26,970"" N"
432,433,906,906,"171472,322 m","177061,915 m",0,Herent,906,20360024111,0, ,Fietsenstalling F3,F3 - Klipperstraat,0,0,0, ,NMBS,Openlucht,0,18,0,0,0,0,0,0,0,0,18,18,0,0,0,"4° 25' 23,624"" E","51° 14' 41,855"" N"
433,434,907,907,"171524,018 m","177070,610 m",0,Herent,907,20360024111,20120052002,zie ook 'andere gebouwen',Fietsenstalling F1,F1 - aan onderdoorgang,0,0,-1,Hek,NMBS,Overdekt (luifel),30,0,0,0,0,0,0,0,0,0,30,30,0,0,1,"4° 25' 34,192"" E","51° 15' 43,900"" N"
534,535,376,376,"104018,661 m","192004,382 m",0,Herent,376,20360024111,0, ,Fietsenstalling f1,F1 - OL Vrouwstraat onder brug,0,0,0, ,NMBS,Overdekt,32,92,0,0,0,0,0,0,0,0,124,124,0,0,1,"4° 25' 59,055"" E","51° 16' 54,216"" N"
551,552,938,938,"174399,781 m","174432,751 m",0,Leuven,938,20360030076,0, ,Fietsenstalling f1,F1 - OL Vrouwstraat onder brug,0,0,0, ,NMBS,Overdekt,32,92,0,0,0,0,0,0,0,0,124,124,0,0,1,"4° 25' 59,251"" E","51° 16' 53,800"" N"
552,553,940,940,"174472,798 m","174734,655 m",0,Leuven,940,20360030076,0, ,Fietsenstalling f2,F2 -  Biesheuvellaan onder brug,0,0,0, ,NMBS,Overdekt,48,44,0,0,0,0,0,0,0,0,92,92,0,0,1,"4° 25' 57,209"" E","51° 16' 53,864"" N"
553,554,940,940,"174431,311 m","174876,642 m",0,Leuven,940,20360030076,0, ,Fietsenstalling f2,F2 -  Biesheuvellaan onder brug,0,0,0, ,NMBS,Overdekt,48,44,0,0,0,0,0,0,0,0,92,92,0,0,1,"4° 25' 57,334"" E","51° 16' 53,445"" N"
554,555,941,941,"174437,672 m","174878,716 m",0,Leuven,941,20360030076,0, ,Fietsenstalling f3,F3 - op perron 2,0,0,0, ,NMBS,Open lucht,0,18,0,0,0,0,0,0,0,0,18,18,0,0,1,"4° 25' 59,217"" E","51° 16' 55,186"" N"
555,556,943,943,"174455,663 m","174861,889 m",0,Leuven,943,20360030076,0, ,Fietsenstalling f1,F1 -  Lodewijk Andersonsstraat,0,0,0, ,NMBS,Overdekt,24,0,0,0,0,0,0,0,0,0,24,24,0,0,-1,"4° 26' 2,150"" E","51° 17' 29,287"" N"
556,557,942,942,"174385,517 m","174582,925 m",0,Leuven,942,20360030076,0, ,Fietsenstalling f1,F1 -  Lodewijk Andersonsstraat,0,0,0, ,NMBS,Overdekt,24,0,0,0,0,0,0,0,0,0,24,24,0,0,-1,"4° 26' 2,291"" E","51° 17' 28,809"" N"
557,558,395,395,"174390,936 m","174515,192 m",0,Leuven,395,20360030076,0, ,Fietsenstalling f1,"F1 - naast stationsgebouw, aan Guyotlei",0,0,0, ,NMBS,Overdekt (luifel),96,48,0,0,0,0,0,0,0,0,144,144,0,0,1,"4° 25' 52,359"" E","51° 18' 49,885"" N"
558,559,395,395,"174397,370 m","174516,293 m",0,Leuven,395,20360030076,0, ,Fietsenstalling f3,F3 - Rubensheide,0,0,0, ,NMBS,Overdekt,84,0,0,0,0,0,0,0,0,0,84,84,0,0,1,"4° 25' 54,433"" E","51° 18' 51,078"" N"
559,560,937,937,"174416,372 m","174500,790 m",0,Leuven,937,20360030076,0, ,Fietsenstalling f5,F5 - Fietsrekken op parking koolkaai,0,0,0, ,NMBS,Open lucht,0,108,0,0,0,0,0,0,0,0,108,108,0,0,0,"4° 25' 53,176"" E","51° 18' 52,545"" N"
560,561,939,939,"174359,186 m","174611,120 m",0,Leuven,939,20360030076,0, ,Fietsenstalling f1,F1 - links naast stationsgebouw,0,0,0, ,NMBS,Overdekt,156,0,0,0,0,0,0,0,0,0,156,156,0,-1,1,"4° 27' 33,450"" E","51° 21' 56,419"" N"
562,563,937,937,"174411,812 m","174499,539 m",0,Leuven,937,20360030076,0, ,Blue Bike,F1-Links naast stationsgebouw,-1,0,0, ,NMBS,Overdekt (luifel),12,0,0,0,0,0,0,0,0,0,12,12,0,-1,-1,"4° 27' 32,864"" E","51° 21' 56,443"" N"
434,435,428,428,"182933,353 m","169597,296 m",0,Vertrijk,428,20360041008,0, ,Fietsenstalling f2,F2 - Statielei,0,0,0, ,NMBS,Overdekt,306,0,0,0,0,0,0,0,0,0,306,306,0,-1,1,"4° 27' 33,295"" E","51° 21' 53,114"" N"
435,436,998,998,"182962,103 m","169615,809 m",0,Vertrijk,998,20360041008,0, ,Fietsenstalling f1,F1 - Kijkuitstraat,0,0,0, ,NMBS,Overdekt,48,0,0,0,0,0,0,0,0,0,48,48,0,-1,1,"4° 27' 58,545"" E","51° 22' 45,456"" N"
436,437,989,989,"189248,071 m","166570,146 m",0,Tienen,989,20360048018,0, ,Fietsenstalling f1,F1 - Stationsplein,0,0,0, ,NMBS,Overdekt,102,0,0,0,0,0,0,0,0,0,102,102,0,-1,1,"4° 27' 57,120"" E","51° 23' 29,642"" N"
437,438,989,989,"189239,600 m","166579,366 m",0,Tienen,989,20360048018,0, ,Fietsenstalling f2,F2 - Heuvelstraat,0,0,0, ,NMBS,Overdekt,72,0,0,0,0,0,0,0,0,0,72,72,0,-1,1,"4° 27' 54,659"" E","51° 23' 29,991"" N"
438,439,989,989,"189233,154 m","166585,813 m",0,Tienen,989,20360048018,0, ,Fietsenstalling f3,F3 - links van stationsgebouw,0,0,0, ,NMBS,Openlucht,136,0,0,0,0,0,0,0,0,0,136,136,0,-1,1,"4° 27' 55,995"" E","51° 23' 28,879"" N"
439,440,989,989,"189227,007 m","166592,634 m",0,Tienen,989,20360048018,0, ,Fietsenstalling f2,F2 - Sint Jansstraat kant perron 1,0,0,0, ,NMBS,Overdekt,78,0,0,0,0,0,0,0,0,0,78,78,0,0,1,"4° 27' 44,190"" E","51° 25' 42,378"" N"
440,441,989,989,"189221,235 m","166599,230 m",0,Tienen,989,20360048018,0, ,Fietsenstalling f1,F1 - Sint Jansstraat kant perron 2,0,0,0, ,NMBS,Overdekt,64,0,0,0,0,0,0,0,0,0,64,64,0,0,1,"4° 27' 42,692"" E","51° 25' 42,276"" N"
